optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 13, 3, 9, 6, 18, 16, 20, 19, 2, 17, 14, 11, 5, 15, 10, 7, 4, 12, 8, 1}",3.162406,"{1, 13, 3, 9, 6, 18, 16, 20, 19, 2, 17, 14, 11, 5, 15, 10, 7, 4, 12, 8, 1}",3.162406,0.000000,0.046922
"{1, 8, 11, 15, 13, 12, 6, 14, 7, 19, 16, 17, 20, 4, 3, 9, 2, 10, 18, 5, 1}",3.800329,"{1, 5, 18, 10, 2, 9, 3, 4, 20, 17, 16, 19, 7, 14, 6, 12, 13, 15, 8, 11, 1}",3.876726,0.020103,0.046342
"{1, 16, 2, 9, 14, 18, 3, 6, 7, 20, 12, 13, 11, 8, 4, 19, 17, 5, 15, 10, 1}",3.700958,"{1, 18, 3, 7, 15, 20, 12, 13, 11, 8, 4, 19, 17, 5, 10, 16, 2, 9, 14, 6, 1}",3.945919,0.066189,0.046353
"{1, 10, 20, 17, 11, 15, 16, 12, 14, 8, 3, 9, 13, 5, 19, 4, 2, 7, 6, 18, 1}",3.711932,"{1, 18, 6, 7, 2, 4, 19, 5, 13, 9, 3, 8, 14, 12, 16, 15, 11, 17, 20, 10, 1}",3.711932,0.000000,0.045732
"{1, 20, 7, 5, 14, 19, 12, 16, 15, 8, 9, 6, 13, 3, 18, 10, 17, 4, 11, 2, 1}",3.726322,"{1, 2, 11, 4, 17, 10, 3, 18, 13, 6, 9, 8, 15, 16, 12, 19, 14, 5, 7, 20, 1}",3.735552,0.002477,0.045904
"{1, 18, 19, 5, 3, 10, 9, 15, 13, 17, 14, 12, 16, 4, 11, 8, 6, 20, 7, 2, 1}",4.047692,"{1, 18, 19, 3, 10, 5, 9, 15, 13, 17, 14, 12, 16, 4, 11, 8, 6, 20, 7, 2, 1}",4.060489,0.003162,0.045798
"{1, 3, 8, 5, 14, 9, 19, 17, 4, 16, 18, 7, 2, 15, 10, 11, 12, 6, 20, 13, 1}",3.690032,"{1, 13, 20, 6, 12, 11, 10, 15, 2, 7, 18, 16, 4, 17, 19, 9, 14, 5, 8, 3, 1}",3.690032,0.000000,0.046130
"{1, 7, 16, 3, 18, 5, 14, 9, 6, 17, 20, 8, 15, 11, 13, 19, 12, 10, 2, 4, 1}",3.465859,"{1, 10, 12, 19, 13, 11, 15, 8, 17, 20, 6, 9, 14, 5, 18, 3, 16, 7, 2, 4, 1}",3.566905,0.029155,0.046209
"{1, 5, 11, 19, 8, 10, 15, 16, 9, 12, 13, 18, 17, 6, 14, 2, 3, 4, 20, 7, 1}",4.022103,"{1, 5, 11, 19, 8, 10, 15, 16, 9, 12, 13, 18, 17, 6, 14, 2, 4, 3, 20, 7, 1}",4.065815,0.010868,0.046565
"{1, 5, 18, 4, 9, 7, 17, 14, 3, 11, 20, 8, 16, 12, 15, 2, 6, 13, 19, 10, 1}",3.645821,"{1, 5, 10, 19, 15, 12, 16, 8, 20, 11, 3, 6, 2, 13, 14, 17, 7, 9, 4, 18, 1}",3.759511,0.031184,0.045741
"{1, 20, 14, 19, 11, 15, 7, 2, 16, 18, 8, 10, 12, 9, 17, 4, 6, 13, 5, 3, 1}",3.615337,"{1, 3, 5, 13, 11, 19, 14, 20, 15, 7, 2, 16, 18, 8, 10, 12, 9, 17, 4, 6, 1}",3.998932,0.106102,0.046491
"{1, 11, 6, 3, 8, 4, 10, 17, 16, 20, 19, 2, 15, 12, 9, 13, 18, 5, 14, 7, 1}",3.826307,"{1, 7, 13, 9, 12, 15, 2, 20, 16, 19, 10, 4, 8, 3, 6, 11, 14, 18, 5, 17, 1}",4.091877,0.069406,0.045687
"{1, 8, 7, 14, 11, 9, 2, 18, 10, 16, 17, 4, 13, 12, 5, 3, 15, 6, 20, 19, 1}",3.794677,"{1, 19, 20, 6, 15, 3, 5, 12, 10, 18, 2, 9, 16, 13, 17, 4, 11, 14, 7, 8, 1}",3.880234,0.022547,0.046035
"{1, 15, 9, 20, 10, 2, 3, 8, 13, 18, 4, 11, 7, 17, 12, 16, 6, 14, 5, 19, 1}",3.996915,"{1, 15, 9, 20, 10, 2, 3, 8, 13, 18, 12, 4, 11, 17, 7, 16, 6, 14, 5, 19, 1}",4.079010,0.020540,0.045785
"{1, 12, 14, 16, 19, 15, 10, 17, 7, 4, 9, 8, 6, 13, 3, 5, 18, 20, 11, 2, 1}",3.734625,"{1, 12, 14, 16, 19, 15, 10, 17, 7, 4, 20, 2, 11, 18, 5, 3, 13, 6, 8, 9, 1}",4.217470,0.129289,0.045875
"{1, 4, 16, 14, 7, 8, 2, 3, 18, 5, 10, 12, 20, 17, 6, 15, 11, 13, 19, 9, 1}",3.987761,"{1, 9, 19, 13, 17, 20, 6, 12, 15, 11, 10, 5, 18, 3, 2, 8, 14, 4, 16, 7, 1}",4.100939,0.028381,0.046579
"{1, 10, 16, 19, 8, 3, 17, 6, 18, 11, 9, 5, 15, 4, 12, 2, 14, 13, 20, 7, 1}",3.716556,"{1, 10, 16, 19, 8, 17, 3, 6, 18, 11, 9, 5, 15, 4, 12, 2, 14, 13, 20, 7, 1}",3.734495,0.004827,0.045935
"{1, 19, 12, 5, 16, 11, 13, 7, 3, 8, 10, 14, 6, 18, 4, 20, 9, 15, 2, 17, 1}",3.628727,"{1, 17, 2, 15, 9, 20, 4, 18, 6, 14, 10, 8, 7, 3, 13, 11, 5, 16, 12, 19, 1}",3.652908,0.006664,0.046064
"{1, 2, 8, 12, 3, 6, 15, 19, 14, 10, 5, 4, 17, 20, 18, 16, 9, 13, 11, 7, 1}",3.809557,"{1, 2, 8, 12, 7, 11, 13, 9, 16, 18, 20, 17, 6, 3, 15, 4, 5, 10, 14, 19, 1}",4.226443,0.109432,0.044801
"{1, 4, 12, 14, 10, 7, 18, 6, 17, 11, 20, 3, 13, 15, 8, 9, 5, 2, 16, 19, 1}",3.659817,"{1, 19, 16, 2, 5, 13, 3, 20, 11, 17, 6, 18, 12, 14, 7, 10, 15, 8, 9, 4, 1}",3.736746,0.021020,0.045052
"{1, 3, 7, 18, 10, 6, 4, 16, 12, 9, 13, 5, 17, 11, 20, 19, 15, 8, 14, 2, 1}",4.373177,"{1, 3, 7, 6, 4, 16, 12, 9, 13, 10, 18, 20, 19, 11, 5, 17, 15, 8, 14, 2, 1}",4.430197,0.013039,0.044727
"{1, 16, 13, 7, 4, 5, 11, 14, 15, 9, 3, 20, 2, 17, 10, 18, 8, 12, 19, 6, 1}",3.854310,"{1, 6, 19, 12, 8, 18, 10, 17, 2, 20, 3, 9, 15, 14, 11, 4, 5, 7, 13, 16, 1}",3.860836,0.001693,0.044893
"{1, 14, 9, 8, 4, 16, 12, 6, 2, 19, 5, 3, 11, 17, 20, 10, 18, 7, 13, 15, 1}",3.656425,"{1, 14, 15, 13, 7, 10, 18, 20, 17, 11, 3, 5, 19, 2, 6, 12, 16, 4, 8, 9, 1}",3.717039,0.016577,0.044825
"{1, 20, 5, 15, 8, 18, 7, 3, 16, 14, 2, 19, 17, 13, 12, 10, 6, 9, 11, 4, 1}",4.222771,"{1, 4, 8, 15, 18, 7, 3, 16, 14, 2, 19, 17, 13, 12, 10, 6, 11, 9, 20, 5, 1}",4.259478,0.008693,0.045542
"{1, 12, 2, 14, 4, 10, 13, 19, 15, 7, 6, 8, 5, 18, 17, 11, 9, 16, 20, 3, 1}",3.873253,"{1, 12, 2, 14, 4, 10, 13, 19, 15, 7, 6, 8, 18, 5, 17, 11, 9, 16, 20, 3, 1}",3.924988,0.013357,0.044787
"{1, 5, 2, 13, 20, 11, 9, 10, 3, 16, 17, 4, 6, 19, 7, 12, 15, 14, 8, 18, 1}",3.866403,"{1, 5, 2, 11, 20, 13, 18, 8, 14, 15, 12, 7, 19, 6, 4, 17, 16, 3, 9, 10, 1}",4.132097,0.068718,0.046231
"{1, 8, 16, 7, 4, 12, 5, 18, 20, 6, 14, 10, 13, 17, 2, 19, 9, 3, 11, 15, 1}",3.721610,"{1, 8, 16, 7, 4, 12, 5, 18, 20, 6, 14, 10, 2, 13, 17, 19, 9, 3, 11, 15, 1}",3.721245,-0.000098,0.046358
"{1, 12, 20, 13, 18, 11, 16, 6, 5, 8, 10, 19, 3, 4, 14, 2, 17, 9, 15, 7, 1}",3.825464,"{1, 7, 15, 9, 17, 2, 14, 4, 3, 19, 10, 8, 5, 6, 16, 11, 18, 13, 20, 12, 1}",3.825464,0.000000,0.046071
"{1, 18, 16, 14, 12, 20, 15, 10, 5, 7, 8, 19, 3, 6, 2, 13, 4, 17, 11, 9, 1}",3.721122,"{1, 9, 11, 17, 4, 13, 2, 6, 3, 19, 8, 7, 10, 5, 15, 20, 12, 14, 16, 18, 1}",3.732529,0.003066,0.046034
"{1, 3, 18, 6, 14, 17, 16, 11, 19, 5, 15, 9, 12, 20, 13, 7, 4, 2, 8, 10, 1}",4.234025,"{1, 3, 18, 6, 14, 17, 16, 11, 19, 5, 15, 9, 12, 20, 13, 7, 2, 8, 10, 4, 1}",4.307903,0.017449,0.046296
"{1, 12, 3, 2, 14, 16, 7, 8, 17, 4, 13, 15, 18, 6, 5, 11, 20, 19, 9, 10, 1}",3.594220,"{1, 12, 2, 14, 16, 7, 8, 17, 4, 13, 15, 18, 5, 6, 11, 20, 19, 9, 10, 3, 1}",3.762041,0.046692,0.046523
"{1, 7, 20, 18, 19, 6, 12, 4, 8, 10, 5, 15, 14, 13, 16, 2, 17, 9, 11, 3, 1}",4.102499,"{1, 3, 11, 9, 17, 2, 16, 13, 10, 8, 4, 12, 6, 19, 5, 14, 15, 18, 20, 7, 1}",4.283150,0.044034,0.046464
"{1, 10, 2, 7, 18, 11, 4, 15, 13, 5, 3, 9, 12, 19, 16, 8, 17, 14, 6, 20, 1}",3.322677,"{1, 20, 6, 14, 8, 17, 16, 19, 12, 9, 3, 5, 13, 15, 4, 11, 18, 7, 2, 10, 1}",3.318331,-0.001308,0.045943
"{1, 13, 5, 19, 16, 10, 9, 11, 4, 18, 6, 14, 12, 7, 15, 2, 17, 8, 3, 20, 1}",3.794783,"{1, 13, 5, 19, 16, 10, 9, 11, 4, 18, 6, 14, 12, 7, 15, 2, 17, 8, 3, 20, 1}",3.794783,0.000000,0.046417
"{1, 16, 12, 10, 13, 9, 11, 18, 14, 3, 15, 6, 17, 8, 19, 5, 4, 7, 20, 2, 1}",3.633322,"{1, 2, 20, 7, 16, 12, 10, 9, 13, 11, 18, 14, 3, 15, 6, 17, 8, 19, 5, 4, 1}",3.799076,0.045621,0.046066
"{1, 13, 11, 20, 3, 8, 19, 12, 9, 5, 14, 16, 17, 7, 10, 2, 4, 6, 15, 18, 1}",3.405262,"{1, 18, 15, 6, 4, 2, 10, 7, 17, 16, 14, 5, 9, 12, 19, 8, 3, 20, 11, 13, 1}",3.405263,0.000000,0.046229
"{1, 18, 8, 16, 11, 14, 12, 10, 4, 9, 3, 15, 2, 7, 13, 17, 19, 6, 5, 20, 1}",3.871612,"{1, 18, 8, 16, 11, 13, 7, 19, 17, 20, 5, 6, 15, 3, 9, 4, 10, 2, 12, 14, 1}",4.386086,0.132884,0.046150
"{1, 13, 9, 3, 5, 20, 14, 17, 15, 18, 7, 2, 11, 10, 4, 6, 19, 12, 8, 16, 1}",3.965668,"{1, 13, 9, 3, 5, 20, 14, 17, 15, 18, 7, 2, 11, 10, 4, 16, 8, 12, 6, 19, 1}",4.450255,0.122196,0.046234
"{1, 4, 9, 19, 6, 7, 10, 12, 17, 5, 20, 13, 11, 14, 15, 18, 2, 8, 3, 16, 1}",3.235871,"{1, 16, 3, 8, 2, 18, 15, 14, 11, 13, 20, 5, 17, 12, 10, 7, 6, 19, 9, 4, 1}",3.235871,0.000000,0.046151
"{1, 15, 5, 4, 11, 20, 7, 2, 9, 14, 6, 8, 13, 10, 3, 17, 19, 18, 12, 16, 1}",3.484465,"{1, 15, 5, 4, 11, 7, 20, 2, 9, 14, 6, 8, 13, 10, 17, 3, 19, 18, 12, 16, 1}",3.500602,0.004631,0.045843
"{1, 11, 18, 14, 7, 15, 4, 8, 6, 13, 3, 5, 17, 2, 9, 16, 12, 20, 19, 10, 1}",4.022569,"{1, 11, 18, 14, 7, 15, 4, 8, 6, 13, 3, 5, 17, 2, 9, 16, 12, 20, 19, 10, 1}",4.022569,0.000000,0.046525
"{1, 17, 5, 8, 7, 18, 3, 13, 14, 12, 15, 6, 4, 19, 16, 10, 9, 20, 11, 2, 1}",3.320251,"{1, 2, 11, 20, 9, 10, 16, 19, 4, 6, 15, 12, 14, 3, 13, 18, 7, 5, 8, 17, 1}",3.345114,0.007488,0.046562
"{1, 9, 5, 11, 13, 6, 19, 16, 15, 3, 20, 14, 7, 17, 10, 4, 2, 8, 12, 18, 1}",3.875230,"{1, 18, 12, 8, 2, 4, 17, 7, 14, 10, 20, 3, 15, 16, 19, 6, 13, 11, 5, 9, 1}",3.920575,0.011701,0.045940
"{1, 6, 18, 14, 13, 19, 7, 17, 16, 12, 20, 2, 9, 5, 4, 15, 10, 8, 3, 11, 1}",3.934488,"{1, 11, 3, 8, 10, 15, 4, 5, 9, 2, 20, 12, 16, 17, 7, 19, 13, 14, 18, 6, 1}",3.934489,0.000000,0.046116
"{1, 2, 11, 8, 12, 4, 7, 19, 16, 10, 3, 18, 17, 14, 15, 6, 9, 5, 20, 13, 1}",4.084733,"{1, 2, 11, 8, 12, 4, 7, 3, 19, 16, 10, 18, 17, 14, 15, 6, 9, 5, 20, 13, 1}",4.087575,0.000696,0.046292
"{1, 18, 11, 7, 9, 13, 3, 6, 4, 2, 20, 8, 16, 19, 10, 15, 5, 12, 17, 14, 1}",3.909479,"{1, 18, 11, 13, 9, 7, 10, 3, 6, 4, 2, 20, 8, 16, 19, 15, 5, 12, 17, 14, 1}",3.951322,0.010703,0.046306
"{1, 20, 4, 8, 14, 19, 13, 3, 18, 17, 12, 15, 7, 2, 5, 10, 16, 9, 11, 6, 1}",4.173597,"{1, 6, 11, 9, 16, 10, 7, 2, 5, 15, 12, 17, 18, 3, 13, 19, 14, 8, 4, 20, 1}",4.216495,0.010278,0.045860
"{1, 18, 6, 3, 9, 7, 17, 12, 16, 20, 11, 14, 4, 10, 19, 13, 5, 15, 2, 8, 1}",3.980496,"{1, 18, 6, 3, 9, 7, 17, 12, 16, 20, 11, 14, 4, 10, 19, 13, 5, 15, 2, 8, 1}",3.980496,0.000000,0.046758
"{1, 3, 2, 16, 14, 15, 8, 9, 4, 13, 6, 20, 19, 10, 12, 11, 17, 7, 18, 5, 1}",3.920829,"{1, 3, 5, 18, 7, 17, 11, 12, 10, 19, 20, 6, 9, 4, 13, 16, 2, 15, 8, 14, 1}",4.116421,0.049885,0.046132
"{1, 17, 11, 10, 19, 9, 3, 4, 13, 8, 20, 14, 2, 7, 6, 15, 5, 18, 16, 12, 1}",3.873992,"{1, 17, 11, 10, 19, 9, 4, 3, 13, 8, 20, 14, 2, 7, 6, 15, 5, 18, 16, 12, 1}",3.897789,0.006143,0.045949
"{1, 17, 19, 7, 5, 4, 10, 12, 15, 3, 13, 18, 14, 20, 11, 8, 16, 6, 2, 9, 1}",3.816567,"{1, 17, 19, 7, 5, 15, 3, 12, 10, 4, 13, 18, 14, 20, 11, 8, 16, 6, 2, 9, 1}",3.825704,0.002394,0.046059
"{1, 2, 16, 10, 11, 8, 19, 15, 17, 5, 18, 20, 3, 13, 14, 12, 7, 6, 9, 4, 1}",3.881647,"{1, 2, 16, 10, 11, 8, 19, 15, 17, 5, 18, 20, 3, 13, 14, 12, 7, 6, 9, 4, 1}",3.881647,0.000000,0.045926
"{1, 17, 3, 5, 19, 7, 11, 20, 6, 10, 14, 13, 16, 8, 12, 9, 15, 4, 18, 2, 1}",4.335148,"{1, 17, 3, 5, 19, 7, 11, 20, 10, 6, 14, 13, 16, 8, 12, 9, 15, 4, 18, 2, 1}",4.337796,0.000611,0.046439
"{1, 2, 6, 4, 3, 11, 8, 15, 17, 13, 5, 10, 14, 19, 9, 12, 16, 7, 20, 18, 1}",3.786484,"{1, 2, 6, 4, 3, 11, 8, 15, 17, 13, 5, 10, 14, 19, 9, 12, 16, 7, 20, 18, 1}",3.786484,0.000000,0.045934
"{1, 7, 2, 13, 5, 17, 3, 4, 8, 15, 20, 11, 14, 9, 10, 19, 12, 6, 18, 16, 1}",3.742253,"{1, 7, 16, 2, 13, 5, 17, 3, 4, 8, 15, 20, 11, 14, 9, 10, 19, 12, 6, 18, 1}",3.745956,0.000990,0.045499
"{1, 8, 7, 9, 16, 20, 10, 4, 15, 14, 19, 13, 11, 6, 17, 3, 18, 2, 5, 12, 1}",4.011024,"{1, 8, 9, 16, 20, 10, 4, 15, 14, 19, 13, 11, 6, 17, 3, 18, 2, 5, 12, 7, 1}",4.027542,0.004118,0.044590
"{1, 8, 11, 6, 13, 16, 7, 2, 18, 20, 4, 17, 12, 15, 3, 9, 5, 19, 14, 10, 1}",3.555413,"{1, 8, 11, 6, 13, 16, 7, 2, 18, 20, 4, 17, 12, 15, 3, 9, 5, 19, 14, 10, 1}",3.555413,0.000000,0.044526
"{1, 14, 12, 4, 6, 20, 18, 19, 10, 2, 15, 16, 9, 5, 11, 17, 13, 8, 3, 7, 1}",3.601156,"{1, 7, 3, 8, 17, 13, 11, 5, 9, 16, 15, 2, 10, 19, 18, 20, 14, 6, 12, 4, 1}",3.867988,0.074096,0.044550
"{1, 3, 7, 5, 13, 16, 11, 18, 6, 2, 12, 15, 10, 17, 8, 19, 9, 20, 4, 14, 1}",3.859927,"{1, 14, 3, 7, 5, 13, 16, 11, 18, 6, 2, 12, 15, 10, 17, 8, 19, 9, 20, 4, 1}",3.868392,0.002193,0.044423
"{1, 11, 15, 7, 10, 16, 19, 14, 20, 2, 18, 4, 5, 6, 13, 3, 8, 17, 9, 12, 1}",4.170835,"{1, 12, 9, 17, 8, 3, 6, 5, 13, 7, 15, 10, 4, 18, 2, 20, 14, 19, 16, 11, 1}",4.351806,0.043390,0.044920
"{1, 17, 11, 18, 2, 7, 9, 4, 16, 14, 13, 8, 15, 20, 3, 6, 19, 5, 10, 12, 1}",4.028825,"{1, 17, 11, 18, 2, 7, 9, 4, 16, 14, 13, 8, 15, 20, 3, 6, 19, 5, 12, 10, 1}",4.138739,0.027282,0.046248
"{1, 14, 3, 10, 8, 20, 17, 13, 9, 15, 19, 11, 12, 7, 6, 2, 4, 16, 5, 18, 1}",3.982780,"{1, 18, 5, 16, 4, 2, 7, 6, 12, 11, 19, 15, 9, 13, 17, 20, 8, 10, 3, 14, 1}",4.030124,0.011887,0.045992
"{1, 8, 20, 9, 6, 12, 17, 18, 16, 7, 15, 5, 11, 13, 4, 2, 3, 14, 19, 10, 1}",3.433711,"{1, 8, 20, 9, 6, 12, 17, 16, 7, 15, 5, 11, 13, 4, 2, 18, 3, 14, 19, 10, 1}",3.543687,0.032028,0.044647
"{1, 20, 8, 19, 6, 13, 12, 9, 4, 18, 5, 16, 10, 15, 3, 17, 14, 2, 11, 7, 1}",4.714401,"{1, 7, 11, 2, 14, 17, 3, 15, 10, 16, 5, 18, 4, 13, 12, 6, 19, 9, 8, 20, 1}",4.768934,0.011567,0.044495
"{1, 12, 16, 19, 8, 6, 20, 7, 13, 9, 17, 3, 15, 5, 4, 18, 10, 11, 2, 14, 1}",4.005699,"{1, 14, 2, 11, 10, 18, 4, 5, 15, 3, 9, 17, 13, 7, 20, 6, 8, 19, 16, 12, 1}",4.009737,0.001008,0.044448
"{1, 9, 14, 11, 16, 5, 15, 18, 10, 3, 20, 13, 7, 8, 12, 17, 6, 2, 19, 4, 1}",3.728804,"{1, 4, 20, 3, 10, 18, 15, 5, 16, 11, 14, 9, 2, 6, 17, 19, 12, 8, 7, 13, 1}",3.945855,0.058209,0.044289
"{1, 18, 7, 9, 13, 19, 20, 11, 4, 8, 14, 6, 2, 17, 15, 5, 16, 12, 3, 10, 1}",3.664282,"{1, 18, 7, 9, 13, 19, 20, 11, 4, 8, 14, 6, 2, 15, 17, 12, 16, 5, 3, 10, 1}",3.679078,0.004038,0.044934
"{1, 12, 16, 2, 5, 4, 11, 10, 14, 20, 6, 13, 17, 19, 3, 18, 8, 15, 7, 9, 1}",3.433710,"{1, 12, 16, 2, 5, 4, 11, 10, 14, 20, 6, 13, 17, 19, 3, 9, 18, 8, 15, 7, 1}",3.502121,0.019924,0.045956
"{1, 15, 8, 11, 17, 14, 9, 4, 2, 18, 6, 20, 3, 10, 5, 12, 16, 19, 7, 13, 1}",4.163494,"{1, 13, 20, 6, 18, 2, 4, 9, 14, 17, 11, 8, 15, 3, 10, 5, 12, 7, 16, 19, 1}",4.545087,0.091652,0.046269
"{1, 2, 17, 10, 19, 16, 11, 12, 3, 7, 9, 5, 18, 6, 20, 14, 13, 8, 15, 4, 1}",3.754425,"{1, 17, 2, 8, 15, 4, 10, 19, 16, 11, 18, 5, 12, 3, 7, 9, 6, 20, 14, 13, 1}",3.995271,0.064150,0.045773
"{1, 4, 20, 5, 12, 14, 7, 3, 18, 19, 16, 10, 17, 13, 6, 15, 8, 11, 2, 9, 1}",3.646284,"{1, 9, 2, 11, 8, 15, 13, 17, 6, 10, 16, 19, 18, 3, 7, 14, 12, 5, 20, 4, 1}",3.653089,0.001866,0.046045
"{1, 19, 17, 20, 18, 5, 13, 11, 6, 10, 3, 2, 4, 14, 15, 8, 12, 9, 7, 16, 1}",3.474179,"{1, 19, 17, 20, 18, 5, 13, 11, 6, 10, 3, 2, 4, 14, 15, 8, 12, 9, 16, 7, 1}",3.480604,0.001849,0.046509
"{1, 5, 10, 19, 17, 8, 16, 4, 13, 18, 20, 9, 12, 3, 6, 14, 11, 2, 7, 15, 1}",4.321021,"{1, 15, 7, 2, 11, 14, 6, 3, 12, 13, 18, 9, 20, 4, 16, 8, 17, 19, 10, 5, 1}",4.336479,0.003577,0.046552
"{1, 8, 7, 15, 9, 12, 10, 16, 18, 6, 3, 14, 19, 4, 20, 11, 17, 13, 2, 5, 1}",3.636941,"{1, 8, 15, 9, 7, 12, 10, 16, 18, 6, 3, 14, 19, 4, 20, 11, 17, 13, 2, 5, 1}",3.656927,0.005495,0.046233
"{1, 6, 14, 10, 18, 15, 20, 2, 16, 4, 3, 8, 12, 7, 5, 13, 11, 19, 9, 17, 1}",4.139584,"{1, 6, 14, 10, 18, 15, 20, 2, 16, 4, 3, 8, 11, 19, 12, 5, 7, 13, 9, 17, 1}",4.166327,0.006460,0.046179
"{1, 9, 6, 12, 10, 2, 5, 4, 18, 8, 15, 17, 19, 13, 16, 7, 14, 11, 20, 3, 1}",4.460379,"{1, 3, 7, 14, 16, 13, 19, 17, 8, 15, 18, 4, 5, 2, 9, 6, 12, 10, 11, 20, 1}",4.566752,0.023848,0.046233
"{1, 20, 5, 12, 11, 18, 7, 4, 13, 6, 10, 8, 3, 14, 17, 19, 2, 15, 9, 16, 1}",3.609038,"{1, 16, 9, 11, 12, 18, 7, 4, 13, 6, 10, 8, 5, 20, 3, 14, 17, 19, 2, 15, 1}",3.634861,0.007155,0.046093
"{1, 3, 8, 6, 13, 16, 7, 14, 20, 5, 15, 4, 10, 9, 11, 18, 19, 17, 12, 2, 1}",3.791130,"{1, 3, 8, 6, 13, 16, 7, 14, 20, 5, 15, 4, 10, 9, 11, 18, 19, 17, 12, 2, 1}",3.791130,0.000000,0.046782
"{1, 20, 8, 11, 13, 12, 19, 17, 16, 6, 9, 15, 7, 2, 18, 3, 5, 10, 4, 14, 1}",4.057933,"{1, 14, 11, 8, 20, 18, 2, 7, 15, 9, 6, 16, 3, 5, 17, 19, 10, 12, 13, 4, 1}",4.213428,0.038319,0.046365
"{1, 18, 7, 19, 5, 15, 12, 2, 9, 4, 14, 11, 17, 8, 20, 16, 13, 6, 10, 3, 1}",4.155875,"{1, 3, 13, 16, 20, 8, 6, 10, 4, 11, 17, 14, 12, 2, 15, 5, 9, 19, 7, 18, 1}",4.316730,0.038706,0.046038
"{1, 19, 16, 6, 2, 7, 20, 9, 5, 17, 4, 11, 10, 13, 12, 15, 8, 14, 18, 3, 1}",3.924029,"{1, 3, 18, 14, 8, 15, 12, 13, 10, 11, 4, 17, 5, 9, 20, 7, 2, 6, 19, 16, 1}",3.975029,0.012997,0.046448
"{1, 2, 19, 3, 16, 11, 6, 17, 4, 9, 5, 8, 14, 10, 12, 15, 7, 13, 18, 20, 1}",3.846181,"{1, 20, 18, 7, 13, 15, 12, 10, 14, 8, 5, 9, 16, 3, 19, 11, 6, 2, 17, 4, 1}",3.926791,0.020959,0.045867
"{1, 13, 19, 17, 8, 3, 18, 15, 10, 16, 20, 4, 2, 11, 14, 7, 9, 12, 5, 6, 1}",3.403062,"{1, 6, 5, 12, 9, 7, 14, 11, 2, 4, 20, 16, 10, 8, 3, 18, 15, 17, 19, 13, 1}",3.449097,0.013527,0.045054
"{1, 20, 14, 15, 16, 9, 19, 5, 11, 6, 10, 8, 3, 17, 7, 12, 18, 2, 4, 13, 1}",3.979340,"{1, 20, 14, 15, 16, 9, 19, 5, 11, 6, 10, 8, 3, 17, 7, 12, 18, 2, 4, 13, 1}",3.979340,0.000000,0.044548
"{1, 12, 15, 18, 11, 16, 14, 20, 17, 9, 19, 13, 7, 3, 5, 8, 2, 10, 4, 6, 1}",3.611325,"{1, 6, 4, 10, 2, 8, 5, 3, 7, 13, 19, 9, 17, 20, 14, 16, 11, 18, 15, 12, 1}",3.611326,0.000000,0.044847
"{1, 20, 13, 11, 3, 2, 5, 14, 9, 17, 10, 19, 18, 16, 7, 4, 15, 12, 8, 6, 1}",3.478602,"{1, 6, 8, 12, 15, 4, 7, 16, 18, 19, 10, 17, 9, 14, 5, 2, 3, 11, 13, 20, 1}",3.478601,0.000000,0.044764
"{1, 14, 18, 10, 17, 6, 9, 12, 20, 11, 16, 4, 8, 5, 19, 13, 15, 7, 2, 3, 1}",3.627580,"{1, 14, 18, 10, 17, 6, 9, 12, 20, 11, 16, 4, 5, 8, 19, 13, 15, 7, 2, 3, 1}",3.646152,0.005119,0.045007
"{1, 12, 7, 4, 17, 19, 15, 18, 5, 6, 13, 14, 8, 2, 11, 16, 9, 20, 3, 10, 1}",4.416325,"{1, 10, 14, 8, 2, 11, 3, 16, 9, 20, 7, 4, 17, 19, 15, 18, 5, 6, 13, 12, 1}",4.671043,0.057676,0.044320
"{1, 9, 12, 20, 17, 15, 6, 2, 3, 13, 8, 18, 4, 11, 19, 5, 14, 7, 10, 16, 1}",4.154809,"{1, 9, 12, 20, 15, 6, 2, 8, 3, 13, 18, 4, 11, 19, 5, 14, 7, 10, 16, 17, 1}",4.364479,0.050464,0.044728
"{1, 15, 20, 9, 2, 19, 10, 5, 3, 6, 13, 12, 17, 14, 4, 8, 11, 7, 16, 18, 1}",3.904564,"{1, 15, 20, 9, 19, 2, 13, 6, 3, 5, 10, 4, 8, 11, 7, 14, 17, 12, 18, 16, 1}",4.211102,0.078508,0.044393
"{1, 12, 3, 14, 16, 7, 9, 2, 8, 19, 17, 15, 4, 11, 6, 20, 10, 18, 5, 13, 1}",4.005875,"{1, 12, 3, 14, 16, 7, 9, 2, 8, 19, 17, 15, 4, 11, 10, 20, 6, 18, 5, 13, 1}",4.079236,0.018313,0.044858
"{1, 20, 15, 7, 19, 8, 3, 9, 14, 16, 5, 10, 6, 4, 11, 13, 2, 12, 17, 18, 1}",3.719550,"{1, 20, 15, 7, 19, 3, 9, 8, 16, 14, 5, 10, 6, 4, 11, 13, 2, 12, 17, 18, 1}",3.776344,0.015269,0.046329
"{1, 20, 2, 9, 15, 8, 16, 19, 11, 4, 17, 3, 14, 18, 13, 12, 5, 7, 10, 6, 1}",4.002108,"{1, 20, 2, 9, 15, 8, 16, 19, 11, 4, 17, 3, 14, 18, 13, 12, 7, 5, 10, 6, 1}",4.003881,0.000443,0.044847
