optimal_tour,optimal_tour_length,transformer_tour,transformer_tour_length,score,time
"{1, 4, 18, 8, 12, 10, 3, 7, 9, 15, 13, 6, 11, 2, 19, 20, 17, 5, 14, 16, 1}",3.943416,"{1, 4, 18, 8, 12, 10, 3, 7, 9, 15, 13, 6, 11, 2, 19, 5, 20, 17, 14, 16, 1}",3.951732,0.002109,0.030051
"{1, 8, 2, 13, 5, 15, 9, 14, 17, 7, 6, 18, 12, 11, 4, 3, 19, 10, 20, 16, 1}",3.882626,"{1, 8, 16, 20, 10, 19, 3, 4, 11, 12, 18, 6, 7, 17, 14, 9, 15, 5, 13, 2, 1}",3.940214,0.014832,0.030118
"{1, 2, 18, 17, 16, 4, 15, 6, 14, 20, 13, 7, 19, 10, 5, 8, 11, 12, 3, 9, 1}",3.567837,"{1, 9, 3, 12, 11, 8, 5, 10, 19, 7, 13, 20, 14, 6, 15, 4, 16, 17, 18, 2, 1}",3.567837,0.000000,0.030453
"{1, 20, 3, 19, 14, 18, 15, 6, 17, 7, 8, 9, 4, 11, 5, 10, 2, 12, 16, 13, 1}",4.305551,"{1, 20, 3, 19, 14, 18, 15, 6, 17, 7, 8, 9, 4, 11, 5, 10, 2, 12, 16, 13, 1}",4.305551,0.000000,0.030581
"{1, 18, 11, 10, 5, 19, 2, 13, 9, 7, 16, 14, 15, 20, 6, 4, 3, 8, 17, 12, 1}",3.746818,"{1, 18, 11, 10, 5, 19, 2, 13, 9, 7, 16, 14, 15, 20, 6, 4, 3, 8, 17, 12, 1}",3.746818,0.000000,0.030682
"{1, 13, 9, 6, 18, 15, 11, 16, 12, 3, 4, 10, 2, 7, 8, 20, 5, 19, 17, 14, 1}",3.513440,"{1, 14, 17, 19, 5, 20, 8, 7, 2, 10, 4, 3, 12, 16, 11, 15, 18, 6, 13, 9, 1}",3.511934,-0.000429,0.030443
"{1, 13, 5, 4, 8, 14, 16, 2, 17, 20, 11, 7, 9, 6, 10, 3, 19, 12, 18, 15, 1}",4.092917,"{1, 13, 15, 18, 12, 19, 3, 10, 6, 9, 7, 11, 20, 17, 2, 16, 14, 8, 4, 5, 1}",4.108187,0.003731,0.030492
"{1, 9, 10, 14, 20, 16, 13, 5, 12, 3, 8, 7, 15, 6, 11, 19, 4, 18, 2, 17, 1}",3.537355,"{1, 9, 10, 14, 20, 16, 13, 5, 12, 3, 8, 7, 15, 6, 11, 19, 4, 18, 2, 17, 1}",3.537355,0.000000,0.030450
"{1, 7, 12, 10, 19, 4, 8, 15, 2, 3, 5, 9, 16, 18, 17, 13, 20, 11, 6, 14, 1}",4.397852,"{1, 7, 12, 10, 19, 4, 8, 13, 17, 15, 18, 2, 3, 5, 16, 9, 20, 11, 6, 14, 1}",4.635796,0.054105,0.030333
"{1, 6, 11, 3, 17, 2, 18, 4, 20, 12, 9, 16, 14, 8, 7, 13, 5, 10, 19, 15, 1}",3.903997,"{1, 15, 19, 6, 11, 3, 17, 2, 18, 4, 20, 12, 9, 16, 14, 8, 7, 13, 10, 5, 1}",4.073983,0.043541,0.030503
"{1, 12, 20, 4, 19, 3, 9, 11, 15, 5, 8, 2, 16, 13, 14, 10, 6, 18, 7, 17, 1}",4.064030,"{1, 4, 19, 3, 9, 11, 15, 5, 8, 2, 16, 13, 14, 10, 6, 18, 7, 17, 12, 20, 1}",4.088583,0.006041,0.030104
"{1, 7, 16, 13, 10, 14, 6, 9, 4, 17, 8, 12, 2, 15, 11, 5, 18, 19, 3, 20, 1}",4.123918,"{1, 7, 16, 13, 10, 14, 6, 9, 4, 17, 8, 12, 2, 11, 15, 5, 18, 19, 3, 20, 1}",4.133020,0.002207,0.030243
"{1, 10, 7, 13, 16, 19, 3, 20, 14, 6, 5, 18, 9, 12, 2, 4, 11, 15, 8, 17, 1}",4.092188,"{1, 17, 8, 15, 11, 4, 2, 12, 9, 18, 6, 14, 20, 3, 19, 16, 13, 5, 7, 10, 1}",4.097228,0.001232,0.030415
"{1, 8, 4, 16, 3, 9, 14, 6, 7, 15, 17, 11, 2, 18, 12, 5, 20, 10, 13, 19, 1}",3.424867,"{1, 13, 10, 20, 5, 12, 18, 2, 11, 17, 15, 7, 6, 14, 9, 19, 8, 3, 16, 4, 1}",3.438399,0.003951,0.030242
"{1, 4, 6, 9, 16, 2, 15, 20, 11, 19, 17, 3, 7, 14, 13, 18, 10, 12, 8, 5, 1}",3.586402,"{1, 4, 6, 9, 16, 2, 15, 20, 11, 19, 17, 3, 7, 14, 10, 18, 13, 12, 8, 5, 1}",3.604255,0.004978,0.030355
"{1, 2, 5, 16, 12, 9, 14, 19, 20, 18, 8, 4, 17, 6, 15, 13, 7, 11, 10, 3, 1}",3.556676,"{1, 3, 10, 11, 7, 13, 15, 6, 17, 4, 8, 18, 20, 19, 14, 9, 2, 5, 16, 12, 1}",3.789867,0.065564,0.030233
"{1, 12, 19, 15, 4, 18, 16, 8, 13, 7, 5, 2, 11, 17, 3, 14, 20, 9, 6, 10, 1}",3.588004,"{1, 10, 6, 9, 14, 20, 17, 11, 2, 3, 5, 7, 13, 8, 16, 18, 4, 15, 19, 12, 1}",3.639755,0.014423,0.030173
"{1, 5, 19, 13, 18, 8, 6, 10, 2, 7, 15, 20, 14, 9, 4, 16, 11, 3, 12, 17, 1}",3.977917,"{1, 19, 5, 13, 18, 8, 6, 10, 2, 7, 15, 20, 14, 9, 4, 16, 11, 3, 12, 17, 1}",3.989724,0.002968,0.029990
"{1, 14, 8, 17, 20, 18, 7, 5, 9, 3, 2, 11, 10, 19, 13, 12, 6, 16, 15, 4, 1}",3.872998,"{1, 4, 15, 16, 14, 8, 6, 12, 13, 19, 10, 11, 2, 3, 9, 5, 7, 18, 20, 17, 1}",3.911484,0.009937,0.030492
"{1, 18, 2, 13, 19, 4, 14, 3, 5, 6, 20, 7, 8, 12, 15, 9, 16, 17, 10, 11, 1}",4.222261,"{1, 18, 2, 13, 19, 4, 14, 3, 5, 20, 6, 7, 12, 8, 15, 9, 16, 17, 10, 11, 1}",4.262412,0.009509,0.030285
"{1, 16, 13, 9, 12, 6, 11, 8, 18, 2, 15, 5, 10, 4, 17, 14, 20, 7, 3, 19, 1}",4.222606,"{1, 19, 3, 7, 20, 14, 17, 4, 10, 5, 15, 2, 18, 8, 11, 6, 12, 9, 13, 16, 1}",4.222605,0.000000,0.030426
"{1, 10, 5, 3, 4, 15, 16, 11, 2, 8, 20, 18, 9, 14, 6, 7, 17, 19, 13, 12, 1}",4.156901,"{1, 10, 5, 3, 12, 13, 19, 17, 7, 6, 14, 9, 18, 20, 8, 2, 11, 16, 15, 4, 1}",4.244971,0.021187,0.030433
"{1, 17, 2, 19, 5, 10, 9, 16, 13, 14, 4, 12, 18, 8, 7, 11, 15, 3, 20, 6, 1}",3.308272,"{1, 6, 17, 2, 19, 5, 10, 9, 16, 13, 14, 4, 12, 18, 8, 7, 11, 15, 3, 20, 1}",3.356802,0.014669,0.030427
"{1, 14, 19, 3, 11, 20, 10, 4, 18, 13, 12, 8, 6, 5, 17, 7, 2, 16, 9, 15, 1}",4.085515,"{1, 14, 19, 3, 11, 20, 10, 4, 18, 13, 12, 8, 6, 5, 17, 7, 2, 16, 9, 15, 1}",4.085515,0.000000,0.030325
"{1, 9, 17, 2, 8, 5, 20, 6, 15, 19, 13, 4, 7, 18, 10, 14, 16, 12, 11, 3, 1}",3.675410,"{1, 9, 3, 11, 12, 16, 14, 10, 18, 7, 4, 13, 19, 15, 6, 20, 5, 8, 2, 17, 1}",3.679679,0.001162,0.030504
"{1, 17, 16, 4, 13, 12, 20, 9, 11, 5, 8, 19, 3, 15, 18, 10, 6, 14, 7, 2, 1}",3.516359,"{1, 2, 7, 14, 6, 10, 18, 15, 3, 19, 8, 5, 11, 9, 20, 12, 13, 4, 16, 17, 1}",3.516359,0.000000,0.030493
"{1, 5, 4, 6, 8, 9, 7, 10, 16, 20, 19, 15, 17, 3, 12, 2, 14, 18, 11, 13, 1}",4.049474,"{1, 13, 11, 18, 14, 2, 12, 3, 17, 15, 19, 20, 16, 10, 7, 9, 8, 6, 4, 5, 1}",4.049474,0.000000,0.030388
"{1, 12, 15, 20, 14, 19, 10, 3, 5, 8, 13, 16, 18, 9, 17, 11, 7, 6, 4, 2, 1}",3.838638,"{1, 12, 15, 20, 14, 19, 10, 3, 5, 8, 13, 16, 18, 9, 11, 7, 6, 17, 4, 2, 1}",3.845121,0.001689,0.030449
"{1, 19, 8, 6, 2, 20, 17, 7, 12, 5, 10, 4, 11, 15, 18, 16, 14, 3, 9, 13, 1}",3.753524,"{1, 13, 9, 3, 14, 16, 18, 15, 11, 4, 10, 5, 12, 7, 17, 20, 2, 6, 8, 19, 1}",3.753524,0.000000,0.030521
"{1, 17, 20, 2, 4, 19, 13, 6, 3, 5, 11, 14, 15, 9, 7, 16, 10, 12, 8, 18, 1}",3.751427,"{1, 17, 20, 2, 4, 19, 13, 6, 3, 5, 11, 14, 15, 9, 7, 16, 10, 12, 8, 18, 1}",3.751427,0.000000,0.030837
"{1, 8, 3, 19, 16, 7, 20, 2, 12, 13, 18, 4, 9, 11, 5, 14, 17, 15, 6, 10, 1}",4.350257,"{1, 10, 3, 11, 5, 6, 15, 17, 14, 13, 18, 12, 2, 20, 7, 16, 4, 9, 19, 8, 1}",4.391372,0.009451,0.030370
"{1, 2, 19, 16, 8, 20, 11, 14, 12, 10, 18, 7, 4, 5, 9, 6, 15, 17, 3, 13, 1}",4.254003,"{1, 13, 3, 17, 15, 6, 9, 5, 4, 7, 18, 10, 12, 14, 11, 20, 8, 16, 19, 2, 1}",4.254004,0.000000,0.030087
"{1, 8, 4, 19, 18, 10, 6, 7, 16, 12, 2, 9, 3, 5, 20, 14, 11, 15, 17, 13, 1}",4.120875,"{1, 8, 4, 19, 18, 10, 6, 7, 16, 12, 2, 9, 3, 5, 20, 14, 11, 15, 17, 13, 1}",4.120875,0.000000,0.030209
"{1, 4, 6, 20, 11, 17, 2, 9, 14, 16, 12, 19, 7, 13, 10, 15, 8, 5, 3, 18, 1}",3.722788,"{1, 4, 6, 20, 11, 17, 2, 9, 14, 16, 19, 12, 7, 13, 10, 15, 8, 5, 3, 18, 1}",3.718006,-0.001285,0.030279
"{1, 11, 3, 5, 4, 2, 19, 13, 18, 6, 8, 14, 16, 7, 17, 20, 12, 10, 9, 15, 1}",3.455630,"{1, 11, 15, 9, 10, 12, 20, 17, 7, 16, 14, 8, 6, 18, 13, 19, 2, 4, 5, 3, 1}",3.460876,0.001518,0.030321
"{1, 19, 10, 16, 17, 12, 3, 7, 14, 2, 5, 15, 9, 8, 18, 4, 6, 13, 11, 20, 1}",3.970345,"{1, 19, 10, 16, 17, 12, 3, 7, 14, 2, 5, 15, 9, 8, 18, 4, 6, 13, 11, 20, 1}",3.970345,0.000000,0.030406
"{1, 20, 12, 14, 9, 8, 6, 13, 5, 11, 17, 16, 10, 3, 15, 7, 4, 2, 18, 19, 1}",4.252674,"{1, 20, 12, 14, 15, 9, 8, 6, 13, 5, 11, 17, 16, 10, 3, 7, 4, 2, 18, 19, 1}",4.282056,0.006909,0.030163
"{1, 2, 18, 5, 17, 16, 20, 4, 12, 8, 13, 11, 14, 15, 10, 19, 7, 6, 9, 3, 1}",3.883029,"{1, 3, 9, 6, 7, 19, 10, 15, 14, 11, 13, 8, 12, 4, 20, 16, 17, 5, 18, 2, 1}",3.883029,0.000000,0.030426
"{1, 5, 11, 8, 19, 4, 2, 12, 15, 13, 7, 18, 6, 17, 20, 16, 14, 3, 9, 10, 1}",3.909820,"{1, 5, 10, 9, 3, 14, 16, 20, 17, 6, 18, 2, 4, 12, 15, 7, 13, 19, 8, 11, 1}",4.035089,0.032040,0.030171
"{1, 20, 7, 19, 2, 9, 16, 4, 12, 13, 5, 18, 15, 6, 11, 17, 10, 8, 14, 3, 1}",3.786162,"{1, 3, 14, 8, 20, 7, 19, 2, 9, 16, 4, 12, 13, 5, 18, 15, 6, 11, 17, 10, 1}",3.878900,0.024494,0.030197
"{1, 8, 3, 15, 11, 20, 16, 18, 2, 4, 6, 10, 9, 14, 12, 19, 13, 5, 17, 7, 1}",3.666138,"{1, 7, 17, 5, 13, 19, 12, 14, 9, 10, 6, 4, 2, 18, 16, 20, 11, 15, 3, 8, 1}",3.666138,0.000000,0.030229
"{1, 15, 5, 11, 6, 9, 19, 2, 18, 14, 4, 12, 8, 7, 13, 16, 20, 10, 3, 17, 1}",3.177539,"{1, 15, 17, 3, 10, 20, 16, 13, 7, 8, 12, 4, 14, 18, 2, 19, 9, 6, 11, 5, 1}",3.191337,0.004342,0.030172
"{1, 18, 12, 19, 5, 13, 2, 3, 20, 14, 10, 4, 11, 15, 16, 8, 6, 9, 7, 17, 1}",3.768400,"{1, 18, 12, 19, 5, 13, 2, 3, 20, 14, 10, 4, 11, 15, 16, 8, 6, 9, 7, 17, 1}",3.768400,0.000000,0.030174
"{1, 20, 7, 9, 14, 5, 19, 10, 17, 12, 11, 15, 3, 8, 6, 2, 4, 16, 18, 13, 1}",3.728758,"{1, 20, 7, 9, 14, 5, 19, 10, 17, 12, 11, 15, 3, 8, 6, 2, 4, 16, 18, 13, 1}",3.728758,0.000000,0.030285
"{1, 7, 11, 4, 2, 9, 14, 12, 15, 8, 3, 17, 16, 10, 5, 13, 18, 20, 19, 6, 1}",3.926332,"{1, 6, 19, 20, 18, 13, 5, 10, 16, 17, 3, 8, 15, 14, 12, 9, 2, 4, 11, 7, 1}",3.964818,0.009802,0.030183
"{1, 16, 17, 19, 9, 18, 12, 14, 3, 8, 13, 6, 15, 20, 7, 4, 11, 2, 5, 10, 1}",3.551374,"{1, 16, 17, 19, 9, 18, 12, 14, 3, 8, 13, 6, 15, 20, 7, 4, 11, 2, 5, 10, 1}",3.551374,0.000000,0.030190
"{1, 11, 12, 10, 2, 18, 3, 16, 14, 7, 17, 6, 9, 4, 20, 13, 8, 19, 15, 5, 1}",4.033311,"{1, 5, 15, 19, 8, 13, 20, 4, 9, 6, 17, 7, 14, 16, 3, 18, 2, 10, 12, 11, 1}",4.033311,0.000000,0.030303
"{1, 16, 13, 9, 8, 7, 4, 15, 5, 10, 2, 19, 20, 6, 17, 3, 18, 12, 14, 11, 1}",3.719620,"{1, 16, 15, 5, 10, 2, 19, 20, 6, 17, 3, 18, 12, 14, 11, 13, 9, 8, 4, 7, 1}",3.876398,0.042149,0.030455
"{1, 7, 13, 8, 20, 9, 2, 5, 10, 18, 14, 6, 17, 12, 16, 3, 15, 4, 19, 11, 1}",4.090886,"{1, 11, 19, 4, 15, 3, 16, 12, 17, 6, 14, 18, 10, 5, 2, 9, 20, 8, 13, 7, 1}",4.090886,0.000000,0.030207
"{1, 10, 12, 4, 16, 13, 19, 14, 20, 8, 15, 6, 17, 11, 5, 9, 3, 2, 7, 18, 1}",3.795409,"{1, 10, 12, 4, 16, 13, 19, 14, 20, 8, 15, 6, 17, 11, 5, 9, 3, 2, 18, 7, 1}",3.808787,0.003525,0.030241
"{1, 8, 16, 11, 19, 3, 6, 17, 15, 9, 10, 14, 12, 5, 18, 7, 4, 13, 20, 2, 1}",3.778564,"{1, 8, 16, 11, 2, 20, 13, 4, 12, 7, 18, 5, 14, 10, 9, 15, 17, 6, 3, 19, 1}",3.988891,0.055663,0.030287
"{1, 3, 10, 19, 9, 7, 16, 17, 5, 20, 15, 14, 13, 18, 11, 8, 2, 12, 6, 4, 1}",4.076406,"{1, 4, 6, 12, 8, 2, 11, 18, 13, 14, 15, 20, 5, 17, 16, 7, 10, 19, 3, 9, 1}",4.169500,0.022837,0.030117
"{1, 4, 7, 17, 14, 8, 10, 9, 19, 6, 3, 2, 5, 11, 12, 13, 15, 20, 18, 16, 1}",3.946460,"{1, 16, 18, 20, 15, 13, 12, 11, 5, 2, 3, 6, 19, 9, 7, 17, 14, 4, 10, 8, 1}",3.986023,0.010025,0.030212
"{1, 18, 19, 16, 11, 8, 5, 4, 20, 2, 12, 14, 10, 6, 15, 7, 3, 9, 13, 17, 1}",4.262046,"{1, 18, 19, 16, 11, 8, 5, 4, 20, 2, 12, 17, 13, 9, 3, 7, 15, 6, 10, 14, 1}",4.458091,0.045998,0.030224
"{1, 2, 17, 12, 15, 4, 9, 6, 19, 10, 16, 14, 13, 18, 20, 11, 8, 5, 7, 3, 1}",3.987550,"{1, 2, 17, 12, 15, 5, 11, 8, 4, 9, 6, 19, 10, 16, 14, 13, 18, 20, 7, 3, 1}",3.992774,0.001310,0.030240
"{1, 16, 19, 15, 5, 17, 14, 8, 4, 6, 12, 11, 13, 9, 18, 7, 2, 3, 20, 10, 1}",3.660578,"{1, 16, 19, 15, 5, 17, 14, 8, 4, 6, 12, 11, 13, 9, 18, 7, 2, 3, 20, 10, 1}",3.660578,0.000000,0.030327
"{1, 6, 11, 16, 5, 18, 4, 14, 7, 3, 20, 15, 8, 19, 17, 2, 13, 10, 12, 9, 1}",4.019568,"{1, 6, 11, 16, 5, 18, 4, 14, 7, 3, 20, 15, 8, 19, 17, 2, 13, 10, 12, 9, 1}",4.019568,0.000000,0.030160
"{1, 12, 17, 13, 8, 20, 3, 16, 10, 7, 18, 11, 5, 6, 9, 14, 15, 19, 4, 2, 1}",4.152792,"{1, 2, 4, 19, 6, 5, 11, 9, 14, 16, 10, 18, 7, 3, 20, 8, 13, 17, 12, 15, 1}",4.269256,0.028045,0.030297
"{1, 11, 16, 6, 19, 9, 17, 7, 12, 20, 15, 10, 14, 18, 5, 2, 4, 8, 13, 3, 1}",3.927238,"{1, 11, 16, 6, 19, 12, 20, 7, 15, 10, 14, 5, 18, 17, 9, 2, 4, 8, 13, 3, 1}",4.083256,0.039727,0.030258
"{1, 14, 13, 12, 5, 4, 17, 16, 8, 11, 6, 20, 18, 19, 3, 15, 9, 7, 10, 2, 1}",3.755007,"{1, 14, 2, 10, 7, 9, 15, 3, 19, 18, 20, 6, 11, 8, 16, 17, 4, 5, 12, 13, 1}",3.766406,0.003036,0.030121
"{1, 15, 20, 7, 13, 6, 9, 17, 12, 3, 19, 18, 11, 5, 14, 10, 2, 8, 16, 4, 1}",4.009900,"{1, 15, 20, 7, 13, 6, 9, 17, 12, 19, 3, 18, 11, 5, 14, 10, 2, 8, 16, 4, 1}",4.027245,0.004326,0.030096
"{1, 14, 6, 19, 3, 9, 18, 10, 16, 15, 17, 4, 13, 8, 12, 20, 2, 7, 11, 5, 1}",3.765786,"{1, 14, 6, 19, 3, 9, 18, 10, 16, 15, 17, 4, 13, 8, 12, 20, 2, 7, 11, 5, 1}",3.765786,0.000000,0.030307
"{1, 8, 18, 17, 14, 20, 16, 7, 6, 3, 15, 2, 4, 9, 19, 13, 11, 12, 10, 5, 1}",4.028738,"{1, 8, 18, 17, 14, 20, 16, 7, 6, 3, 15, 2, 4, 9, 19, 13, 11, 12, 10, 5, 1}",4.028738,0.000000,0.030257
"{1, 16, 14, 8, 9, 10, 5, 18, 7, 11, 12, 20, 15, 19, 17, 3, 4, 2, 6, 13, 1}",4.532714,"{1, 13, 6, 2, 4, 3, 17, 10, 5, 19, 15, 20, 12, 11, 7, 18, 9, 8, 14, 16, 1}",4.547108,0.003176,0.030290
"{1, 2, 20, 7, 3, 15, 11, 9, 6, 19, 10, 13, 18, 4, 17, 8, 5, 14, 16, 12, 1}",3.724833,"{1, 12, 16, 14, 5, 4, 17, 8, 2, 20, 7, 3, 15, 11, 9, 6, 19, 10, 13, 18, 1}",4.037848,0.084035,0.030284
"{1, 11, 16, 12, 14, 17, 15, 18, 9, 5, 4, 8, 6, 3, 19, 10, 13, 7, 20, 2, 1}",3.946938,"{1, 2, 20, 7, 13, 10, 19, 3, 6, 8, 4, 5, 9, 15, 17, 18, 14, 12, 11, 16, 1}",3.986625,0.010055,0.030194
"{1, 15, 20, 7, 19, 11, 18, 5, 9, 8, 17, 14, 6, 10, 13, 16, 2, 12, 3, 4, 1}",3.447877,"{1, 15, 20, 19, 7, 18, 11, 4, 13, 10, 5, 9, 8, 17, 14, 6, 16, 2, 12, 3, 1}",3.491420,0.012629,0.030252
"{1, 5, 20, 14, 13, 3, 8, 2, 6, 18, 11, 12, 4, 15, 10, 19, 7, 9, 16, 17, 1}",3.808205,"{1, 17, 16, 9, 7, 19, 10, 15, 4, 12, 11, 18, 6, 2, 8, 3, 13, 14, 20, 5, 1}",3.808205,0.000000,0.030421
"{1, 17, 10, 7, 14, 19, 15, 4, 20, 8, 11, 18, 16, 3, 13, 6, 9, 2, 5, 12, 1}",3.519651,"{1, 17, 10, 7, 14, 19, 15, 4, 20, 8, 11, 18, 16, 3, 13, 6, 9, 2, 5, 12, 1}",3.519651,0.000000,0.030364
"{1, 6, 2, 15, 14, 7, 20, 8, 5, 13, 4, 9, 12, 18, 10, 19, 3, 17, 16, 11, 1}",4.156502,"{1, 11, 16, 17, 3, 19, 10, 18, 12, 9, 4, 13, 5, 8, 20, 7, 14, 15, 2, 6, 1}",4.156501,0.000000,0.030429
"{1, 6, 3, 12, 14, 19, 10, 7, 11, 9, 16, 13, 5, 8, 20, 15, 4, 17, 18, 2, 1}",3.713227,"{1, 2, 18, 17, 4, 15, 20, 8, 5, 13, 16, 9, 11, 7, 10, 19, 14, 12, 3, 6, 1}",3.713227,0.000000,0.030362
"{1, 4, 7, 16, 10, 6, 2, 15, 14, 8, 18, 13, 5, 19, 9, 20, 17, 12, 11, 3, 1}",4.034951,"{1, 3, 11, 12, 17, 20, 9, 19, 5, 13, 18, 8, 14, 15, 2, 6, 10, 16, 7, 4, 1}",4.034952,0.000000,0.029984
"{1, 10, 11, 20, 3, 13, 16, 12, 7, 14, 8, 17, 18, 4, 5, 19, 15, 9, 6, 2, 1}",3.675715,"{1, 10, 11, 20, 3, 13, 16, 12, 7, 14, 8, 17, 18, 4, 5, 19, 15, 9, 6, 2, 1}",3.675715,0.000000,0.030047
"{1, 19, 8, 3, 18, 4, 2, 15, 11, 10, 20, 9, 16, 13, 6, 5, 7, 17, 14, 12, 1}",3.597302,"{1, 19, 3, 18, 4, 2, 15, 11, 10, 20, 9, 16, 13, 6, 5, 7, 17, 12, 14, 8, 1}",3.735370,0.038381,0.029972
"{1, 2, 15, 12, 3, 18, 19, 17, 5, 9, 8, 16, 7, 10, 20, 4, 6, 13, 11, 14, 1}",3.688018,"{1, 14, 2, 15, 12, 3, 18, 19, 17, 5, 9, 8, 16, 7, 10, 20, 4, 6, 13, 11, 1}",3.696105,0.002193,0.030163
"{1, 6, 10, 7, 16, 14, 20, 17, 11, 18, 15, 5, 12, 8, 9, 13, 2, 19, 3, 4, 1}",3.928778,"{1, 6, 10, 14, 20, 16, 7, 8, 9, 13, 12, 5, 17, 11, 18, 15, 2, 19, 3, 4, 1}",4.082043,0.039011,0.030292
"{1, 5, 3, 18, 16, 11, 17, 9, 2, 6, 13, 15, 10, 7, 20, 14, 8, 12, 19, 4, 1}",3.731142,"{1, 18, 3, 5, 4, 19, 12, 7, 8, 14, 20, 10, 15, 13, 6, 2, 9, 17, 11, 16, 1}",3.745490,0.003845,0.030328
"{1, 8, 4, 15, 16, 13, 2, 20, 12, 19, 10, 9, 5, 18, 6, 7, 11, 3, 14, 17, 1}",4.306165,"{1, 8, 4, 15, 16, 13, 2, 20, 12, 19, 10, 9, 5, 18, 6, 7, 11, 3, 14, 17, 1}",4.306165,0.000000,0.030071
"{1, 19, 20, 4, 13, 10, 7, 12, 9, 5, 8, 18, 16, 14, 15, 2, 17, 6, 11, 3, 1}",3.589430,"{1, 19, 20, 4, 13, 10, 7, 12, 9, 5, 8, 18, 16, 14, 15, 2, 17, 6, 11, 3, 1}",3.589430,0.000000,0.030417
"{1, 4, 11, 14, 19, 12, 5, 18, 13, 2, 20, 7, 15, 16, 9, 10, 6, 3, 8, 17, 1}",3.529938,"{1, 17, 8, 3, 6, 10, 9, 16, 15, 7, 20, 2, 13, 18, 5, 12, 19, 14, 11, 4, 1}",3.529937,0.000000,0.030210
"{1, 8, 10, 17, 16, 6, 15, 2, 18, 7, 19, 9, 12, 14, 3, 13, 4, 5, 11, 20, 1}",3.433414,"{1, 8, 10, 17, 16, 6, 15, 2, 18, 7, 19, 9, 12, 14, 13, 4, 3, 5, 11, 20, 1}",3.476917,0.012670,0.030362
"{1, 20, 3, 14, 18, 13, 19, 5, 15, 7, 16, 17, 4, 2, 9, 8, 10, 6, 12, 11, 1}",3.666339,"{1, 11, 12, 6, 10, 8, 9, 2, 4, 17, 16, 7, 15, 5, 19, 13, 18, 14, 3, 20, 1}",3.666338,0.000000,0.030305
"{1, 8, 17, 19, 16, 14, 11, 3, 7, 13, 15, 20, 6, 18, 12, 4, 5, 10, 2, 9, 1}",3.887016,"{1, 8, 17, 19, 16, 14, 11, 3, 7, 13, 15, 6, 20, 18, 12, 4, 5, 10, 2, 9, 1}",3.883453,-0.000917,0.030290
"{1, 15, 19, 14, 11, 20, 5, 4, 13, 16, 10, 9, 2, 6, 12, 18, 8, 17, 7, 3, 1}",3.720928,"{1, 3, 7, 17, 8, 18, 12, 6, 2, 9, 10, 16, 13, 4, 5, 20, 11, 14, 19, 15, 1}",3.720928,0.000000,0.030128
"{1, 15, 12, 17, 19, 2, 18, 16, 13, 7, 8, 9, 10, 5, 14, 6, 4, 11, 3, 20, 1}",3.647223,"{1, 15, 19, 17, 12, 3, 20, 11, 4, 6, 14, 2, 18, 16, 13, 7, 8, 9, 10, 5, 1}",4.039614,0.107586,0.030146
"{1, 10, 5, 12, 13, 2, 11, 17, 6, 9, 19, 8, 4, 16, 14, 3, 18, 15, 20, 7, 1}",3.613243,"{1, 7, 10, 5, 12, 13, 2, 11, 17, 6, 9, 19, 8, 4, 16, 14, 3, 18, 15, 20, 1}",3.621860,0.002385,0.030113
"{1, 11, 3, 9, 7, 19, 20, 16, 12, 13, 6, 2, 15, 17, 8, 10, 5, 14, 18, 4, 1}",4.336347,"{1, 11, 3, 9, 13, 12, 6, 2, 15, 17, 8, 10, 14, 5, 18, 4, 7, 19, 20, 16, 1}",4.562789,0.052220,0.030203
"{1, 10, 20, 2, 15, 9, 16, 12, 6, 13, 3, 7, 11, 5, 17, 4, 14, 18, 8, 19, 1}",3.853774,"{1, 10, 19, 13, 3, 8, 18, 14, 7, 11, 17, 4, 5, 12, 6, 16, 9, 15, 2, 20, 1}",3.907941,0.014056,0.030239
"{1, 8, 19, 3, 4, 14, 6, 12, 7, 2, 5, 9, 11, 17, 16, 18, 15, 13, 20, 10, 1}",4.079976,"{1, 10, 20, 13, 15, 18, 16, 17, 11, 9, 5, 2, 7, 12, 6, 14, 4, 3, 19, 8, 1}",4.079976,0.000000,0.030173
"{1, 6, 13, 14, 9, 3, 16, 5, 8, 11, 10, 2, 19, 15, 7, 18, 17, 12, 4, 20, 1}",3.896671,"{1, 6, 9, 13, 14, 16, 5, 8, 11, 10, 2, 19, 15, 7, 18, 17, 12, 4, 20, 3, 1}",3.926139,0.007562,0.030183
"{1, 3, 10, 7, 5, 15, 20, 2, 11, 4, 13, 6, 16, 9, 18, 12, 8, 14, 17, 19, 1}",3.180384,"{1, 19, 17, 14, 8, 12, 18, 9, 16, 6, 13, 4, 11, 2, 20, 15, 5, 7, 10, 3, 1}",3.180384,0.000000,0.030332
"{1, 17, 10, 12, 5, 6, 3, 14, 15, 20, 9, 2, 13, 11, 4, 18, 7, 19, 8, 16, 1}",3.106308,"{1, 17, 10, 12, 5, 6, 3, 14, 15, 20, 9, 13, 2, 11, 4, 18, 7, 19, 8, 16, 1}",3.115119,0.002837,0.029897
"{1, 5, 8, 19, 13, 2, 11, 18, 15, 16, 3, 14, 9, 4, 7, 17, 10, 6, 12, 20, 1}",3.927102,"{1, 20, 12, 6, 10, 17, 7, 4, 9, 14, 3, 15, 16, 18, 2, 11, 13, 19, 8, 5, 1}",3.935171,0.002055,0.030063
